healthTOlarge,healthTOsmall,largeTOhealth,largeTOsmall,smallTOhealth,smallTOlarge
-0.045631598,0.037796252,0.001301268,-0.312745894,0.001754986,-0.073192504
0.086036335,0.002098508,0.000797825,0.029939486,0.001069616,-0.462097521
0.061319282,-0.025467249,0.002438154,0.001598863,0.001396935,-0.230837026
-0.003514842,0.018331883,0.007724429,9.724321628,0.010118276,0.147736974
-0.036324319,-0.003505306,-0.000376354,11.48309027,-0.000521242,-0.128398592
0.025397804,0.015605338,0.001843656,15.13083637,0.002458741,0.289222017
0.093450986,-0.050003686,0.001524198,23.76654464,0.002058771,-0.01160484
-0.160655262,0.16638998,0.001037875,-2.589082913,0.001400572,0.031731045
-0.027802781,-4.329038768,0.738303199,4.896887229,0.939331166,-0.012681069
0.034230163,0.175457407,0.256474174,18.35918271,0.080620576,-0.123364497
0.020793489,-4.622616779,0.008795266,3.443689872,-0.009236474,0.148487116
-0.017005901,0.01470793,0.576318549,11.74109415,0.062212338,0.064504965
-0.000184967,-0.095996697,0.670530895,21.01062483,0.043728501,0.029262614
0.004655885,0.457568298,-0.001715297,-3.697488646,0.125531176,-0.017858281
-0.008721803,-10.89248372,0.362163727,9.72686771,-0.039586206,-0.179485253
0.034638659,0.019832915,0.008294649,11.4807274,0.053483053,0.103592293
-0.009566152,-0.042516365,0.002792558,15.12576742,-0.009161321,-0.160367412
-0.047185677,0.006237585,0.003559635,23.76582235,-0.038428458,0.133507055
0.037999268,-0.159276117,0.009828424,-2.598968171,0.055881598,-0.065880406
-0.067105043,0.008554294,0.003003945,4.903287945,0.16421654,0.063588563
0.042846578,-0.057611289,0.039784187,18.37466293,-0.12813065,-0.006284063
0.08400433,0.003133196,0.001885596,3.430274364,0.100693648,0.120334789
0.100068985,-0.089959671,0.001151878,11.73374289,0.016605549,0.263915003
-0.022943835,0.017301632,0.002786819,21.00817513,-0.007575459,0.214620264
0.012211292,-0.037997817,0.01143353,-3.708697141,0.002852629,-0.186791125
0.088192443,0.18163477,-0.000535448,0.176777334,-0.036484554,0.15596378
0.022818165,-4.596144464,0.002641668,-0.285940851,0.015396452,-0.285162027
-0.075952929,0.182641986,0.002219668,0.205384348,-0.033710477,0.098609257
-0.015988881,-4.604333465,0.001489071,0.127625917,0.119094806,-0.122582347
-0.036949176,0.037132899,0.994401245,-0.148663441,-0.036994553,0.235752257
0.004361203,-0.744746486,0.051023898,-0.000703862,-0.029761968,-0.222157305
-0.042050389,0.145389296,-0.025811577,0.029071396,0.043184517,0.14021829
0.064100121,-3.775522438,-0.094015922,0.440490936,-0.151102335,0.051838237
12.74714898,0.011546405,0.01997301,0.339403777,0.143822908,0.052681867
-16.98335947,-0.056861986,0.019117991,-0.052467669,0.045446564,-0.121823209
-2.466447853,0.0161581,-0.00413914,-0.099428709,0.04820539,0.096765804
1.494211873,-0.063433783,0.006266661,7.858363793,0.223900064,-0.067346544
11.52369244,0.022803927,-0.004123562,9.152500254,0.146983112,-0.157295455
5.051880208,-0.283685381,0.009344471,12.29784189,-0.105447045,-0.220333585
-4.790639992,0.015942737,-0.005226876,19.22853089,0.108729286,0.139933399
3.984394307,-0.055553917,-0.100447857,-2.215497854,0.004885082,-0.183057837
-0.872615917,9.20515178,0.114221325,3.989070377,0.097803023,0.293495051
-1.798495072,-265.4031777,0.004795969,14.89994744,0.103397863,-0.200801235
4.707583757,0.005699231,-0.026624945,2.867331748,0.189880672,0.222713812
0.740397627,-0.103613465,0.102692763,9.491923239,-0.079472321,0.144953112
8.3254733,0.023983202,0.045552521,16.96588263,4.941775809,0.1884199
-11.10345741,-0.149834685,-0.022629391,-2.996534365,-3.189135114,2.20936938
-1.559575958,0.01606195,0.071420704,0.115025183,-5.061749296,1.443374038
0.908391124,0.002500978,-0.113174037,0.063617623,-2.58233268,1.001081204
7.549571438,0.004980004,-0.100390056,0.139810221,-5.000371718,0.002316937
3.249189178,-0.012654544,0.029355819,0.166770264,2.05423,1.148038986
-3.119558148,0.007170528,-0.125261582,-0.130123584,-9.07534207,0.263477006
2.675803047,-0.03129105,0.141204184,0.03318511,2.214984781,0.018505559
-0.468148004,0.181291915,0.082051822,0.092298187,-2.962349596,0.010720989
-1.181088257,0.13800983,-0.02162225,-0.060048772,-1.209718958,0.010666975
3.084938167,0.000539478,0.062094561,-0.111194073,-3.625550768,1.509330845
0.328343125,0.002241309,-0.098573974,0.139800663,-5.426188724,0.010319123
5.773753889,0.001867892,0.045876195,-0.143140485,0.341516308,0.032300592
-7.713577849,0.011594472,0.117760922,0.100377219,-0.968326268,0.001503208
-1.089552911,1.376958584,0.036376692,-0.07811178,-1.519646073,0.013088338
0.656439514,-0.019780782,0.089359547,0.070598234,2.480631223,0.35978317
5.192784424,1.472512618,-0.066364082,0.137311379,2.511348413,0.363537456
2.319579665,-0.019577332,0.056555311,-0.0994217,-0.37353507,0.050367231
-2.150334354,0.0041735,4.675126002,-0.076508815,3.245578707,0.01216473
1.820486123,0.013048177,0.817251288,0.207701543,-0.216454008,0.020387258
-0.356862541,0.003848184,0.789787586,-0.056945548,-0.574550021,0.021765791
-0.836605097,0.408054131,0.639079186,-0.004503163,1.026968619,0.207621215
2.095704439,0.00108388,0.226026345,0.19091237,1.190411907,0.144813953
0.253124295,0.007896139,-2.52812883,-0.153597493,-1.4332489,0.177462436
0.030471095,0.030266718,-0.106494449,0.132021191,2.757928342,2.06598929
0.042608511,0.002502415,-0.612019784,0.190302136,-1.668939808,1.349705039
0.135561342,0.001368816,-2.50547621,-0.1953854,-2.818741695,0.936115877
-0.001341578,0.009419087,-0.793499602,0.239786988,-1.74598458,0.002152722
0.004590241,0.00111637,-1.510978862,0.141418284,-2.896406972,1.073475313
0.06430609,0.007451166,0.405034733,-0.073128158,0.831226465,0.246238963
-0.100308683,0.003224324,0.078077154,-0.018516471,-5.229910586,0.015528073
-0.013644831,0.008538141,0.252747545,0.069859422,1.433254238,0.009008449
0.110940655,0.008279255,0.416971421,-0.227366927,-1.384144661,0.008956705
-0.010545911,0.190893719,-0.27583499,0.195777932,-0.454550787,1.410845866
-0.140845754,0.00844183,-0.427007148,0.520521102,-2.328544133,0.008742514
-0.008276713,0.193447421,0.093952883,0.115369545,-2.230888277,0.030756706
6.813901873,0.041691732,0.747361569,0.012315144,0.107741057,0.001401681
-8.274349303,0.036282945,-0.426308811,0.019526685,-0.118617486,0.012226147
-0.937460594,0.008906967,-0.340130157,0.19992691,0.029949538,0.336740235
1.101151732,0.167808412,0.716635091,-0.012574015,-0.007741141,0.339666809
5.528307489,0.249779343,2.739265256,0.086821429,0.053006919,0.047111833
2.549411476,0.304236814,0.389628734,0.068757852,-0.108749325,0.011370233
-2.546912114,0.005252699,0.696801625,0.023053808,-0.057282209,0.019065138
1.927939012,0.011598924,0.073140858,0.026423161,0.042659556,0.020344173
-0.667970111,0.028408262,-0.051557278,0.100674805,-0.064714865,0.065315187
-1.009184762,0.019006903,-1.843099665,-0.158004154,-0.004440504,0.128014234
1.811219365,0.00704523,-0.093353375,22.3879229,0.062164715,-0.029867916
0.7151912,0.00280507,-0.55131811,-17.77297313,-0.007081087,-0.051852082
2.142356662,82.27225336,-1.507526553,-14.1953747,0.0362376,0.099964535
-1.035437706,-2.461831893,-0.321575838,-3.731763004,-0.002707619,0.044958192
1.199426747,0.016844363,-1.308702282,-9.638524951,0.027140636,0.058438469
0.417399842,0.004854729,0.166111931,15.05480876,0.011546189,0.018111597
-2.190998989,0.019718058,-0.051044166,17.76564687,0.024240093,-0.012000191
-2.437033293,0.017662937,-0.022371204,-16.73773115,-0.041635231,0.062984138
0.830330056,0.061003104,0.045232905,-29.00933758,-0.023512975,0.118855504
-1.873981582,0.141907662,0.055999842,-24.01453974,-0.022189485,-0.0631376
0.182296153,0.121939538,0.024495042,5.363514922,0.023883497,0.045796902
0.521549502,0.047461546,0.019550374,0.029739369,0.191424696,0.052300539
-0.818260646,0.202379764,-0.083334579,-0.139083848,-0.031410196,0.025367527
-1.440637847,0.194569382,0.128633152,0.194706307,-0.062170804,0.040974998
3.975597034,0.040379348,-0.086205847,0.105187696,0.093378798,0.025829546
20.26691703,0.038416579,-0.011720687,-0.167595397,0.094002368,0.007204009
0.590568647,0.029351376,0.061284238,0.018331555,0.045871218,0.021951306
4.112307434,-0.010533555,0.042828987,0.03678807,0.123016899,-0.050893091
17.01861234,0.041498952,-0.079980344,-0.025439136,0.108649833,0.049123945
14.34940874,0.012878293,0.104246805,0.175911985,0.087365313,0.025393296
-4.91398351,-0.052369512,-0.028385072,0.034368028,0.047891292,0.057098141
5.38857562,-0.003254946,-0.039185493,0.098467988,0.026346916,-0.133731839
-20.28410658,0.032427433,0.028865325,0.088046192,0.039962766,0.054221421
4.249966918,0.018579035,-0.011612538,-0.092183526,-0.025555601,0.020368638
-4.798579406,-0.035199656,0.027671242,0.057882932,-0.206138396,-0.031016548
-7.286145156,-0.067612362,-0.043031659,-0.012379945,0.16465009,0.051571538
2.265872234,0.019033108,0.096701858,-0.030942566,0.213231159,0.117693581
11.5409493,0.045350462,0.167279768,0.091997525,0.181650421,0.049909821
0.316624364,0.03364199,0.069515268,0.445465429,0.116385263,0.032299195
2.275397594,-0.044420176,0.125563952,0.318097549,0.369334763,-0.050870994
9.761319681,-0.025786606,0.073970675,0.050232474,0.162651037,0.020375855
8.141991815,-0.019843724,-0.016526747,-0.017488186,-0.049362325,-0.058663771
-2.790391158,0.009252387,-0.038165855,0.05109918,0.18290385,0.013389385
2.974556559,-0.027599466,-0.077688338,0.036740954,0.131026515,0.095409433
-11.45530011,-0.023311421,-0.022935603,-0.028886623,0.022308348,14.89618818
2.419385193,0.038930949,-0.095760546,0.081867301,0.167281368,-10.8137754
-2.848243435,0.007258711,-0.063571167,0.10295461,0.021687783,-17.68280419
-4.053600569,0.014774001,0.038068893,0.050512187,-0.078948214,-11.99325229
2.268795909,0.026610074,0.584826291,-0.001790971,0.088527948,-18.59999524
11.55063617,0.041406942,0.122349651,0.039788859,0.095529734,6.462209116
0.318925106,-0.026165768,0.12921915,-0.103117853,0.065137378,-32.38494198
2.280736054,-0.071553024,-0.017058034,0.074306707,0.174022804,8.510431305
9.744874672,-0.079893002,-0.092385569,-0.063118786,0.081718634,-11.06885955
8.145935702,0.015138325,-0.247029461,-0.274261318,-0.178358699,-5.182735918
-2.795700257,0.055900456,0.148923168,0.04347892,0.025606961,-11.26462465
2.974801562,0.027000852,0.130744122,0.137054799,0.040040187,-20.08124507
-11.45694885,-0.019127684,-0.234671257,0.199527133,0.081157493,9.720737966
2.41355561,-0.018215087,0.019781473,0.105070332,0.029386703,-7.050408379
-2.861484351,-0.015472673,-0.008241734,-0.025796632,0.144657028,-11.60533988
-4.038085145,0.021425703,0.162117682,0.043352306,-0.02946184,-7.865963111
9.980466039,5.764720805,0.10143398,0.24218936,0.330667912,-12.26578376
-5.60072966,-7.712850676,0.016263746,-0.179518103,-0.097679561,4.145040827
-1.105774967,-1.09104518,0.084395085,0.095337821,-0.119906181,-21.10984382
2.218181693,0.651081245,-0.052235946,-0.1143806,0.014092213,5.679898434
11.64827962,5.19049051,-0.104658908,0.192140598,-0.173336943,-7.286594095
6.524734403,2.323369533,0.109085161,0.06563779,0.088333716,-3.457893926
-4.154031415,-2.161062932,0.00801596,0.080405718,-0.514454898,-7.407607749
3.593747487,1.819896661,0.006451444,-0.055643527,0.140837343,-13.06074008
-6.086351288,-0.362642353,-0.042940791,0.102777189,-0.135794121,6.748392284
0.246933579,-0.834997955,-0.156122798,-0.128625335,-0.106845533,-4.858183401
1.270097598,2.100644178,0.367275221,0.177786914,-0.168137927,-8.005985679
-2.058213894,0.246638019,0.081829423,-0.037414889,-0.436464944,-5.426575609
2.026454757,6.160172292,0.047676857,-0.102025528,0.033775731,-8.520833946
10.28549161,-8.269104462,-0.029067607,-0.060540695,0.052728997,2.891583506
0.258350463,-1.169741076,-0.015022486,-0.048072751,-0.051596322,-14.66167731
2.031077194,0.669427312,-0.256249849,-0.273973931,0.084077595,3.886480931
8.666707361,5.531439133,-0.013776856,0.068519352,-0.006767148,-5.08641336
7.246997071,2.482644733,-0.066098705,0.000200913,-0.090129354,-2.305802238
-2.473183451,-2.312802806,-0.074434681,0.000632774,-0.029094676,-5.124039599
2.6917627,1.995082002,-0.079417374,0.452609279,-0.022291005,-9.135058694
-10.20062401,-0.409951999,-0.039429678,0.484014678,0.019037793,0.045076317
2.184786181,-0.88718453,0.05698037,0.001356389,0.112995001,0.046797832
-2.524159818,2.273744039,0.102154216,0.001324714,0.057991909,-0.010006494
-3.585253117,0.278653866,-0.038029808,0.000361808,0.026003008,0.154498859
2.132899802,0.041328046,0.045454859,0.009974899,0.028595456,-0.064313216
2.773004777,0.06509804,0.019408006,0.000428179,0.001243166,-0.06958623
1.441127098,-0.034299921,-0.030450134,0.000365018,0.050119593,0.021854325
-0.516728514,-0.063149194,0.090244043,0.001046473,0.089260275,-0.034162198
-4.564905476,-0.040333278,-0.050577389,0.005655222,0.107257508,-0.099384393
-3.459585581,0.074473061,-0.006229609,0.005707641,-0.041214323,-0.077642894
3.218830591,-0.033033492,-0.042741686,0.014049546,-0.016519,-0.010659428
0.504137891,-0.014128184,0.007675861,0.005295815,0.019899598,0.137331167
5.530318318,-0.016347423,0.078374584,0.171081903,0.03737513,7.980047487
-1.809035038,-0.021960284,0.050000677,0.001739252,0.071203054,-5.664383902
-0.072430298,-0.026915721,-0.048056337,0.009414901,-0.12821756,-9.085776789
7.518084677,0.149883361,0.014173727,0.002330424,0.019289281,-5.581308285
0.02709761,5.360535996,-0.029666633,27.03475016,0.078897769,-9.329011818
0.024032684,7.776668368,-0.065196752,0.005552237,-0.593613132,3.339596069
0.071724646,13.31028211,-0.08830107,0.006530782,0.592093456,-16.32076222
-0.019557018,2.072253543,0.017880828,0.075094149,0.169404727,3.938351902
-0.078531265,-31.69477646,0.042393407,0.115150304,0.517053576,-5.75606764
-0.103548498,-29.33147772,0.063929792,0.10643653,-1.340232185,-2.542999278
-3.86E-05,13.97181731,0.008820415,0.113612676,0.542585425,-5.415637322
0.03503597,-21.93987467,5.010264942,0.000308136,1.506126711,-9.69531147
-0.010419148,2.691684623,0.060620807,0.000967125,-0.503692445,1.897266636
0.041230809,7.784570795,1.28831726,0.692803197,0.513691861,-1.160646882
-0.089666411,-11.11416053,1.877392,0.740875455,0.357441703,-1.631464652
-0.078225714,-17.44273415,-0.436049231,0.0020649,0.751946473,-1.124056277
0.087019648,0.027692059,-2.27317326,0.002364257,1.632708094,-2.103083881
-0.057606081,0.045420483,0.380156486,0.000542247,4.243347186,0.639813086
0.075995902,0.015903038,0.344464196,0.015278685,5.776951986,-3.663057052
-0.005553213,-0.054395561,0.244807731,0.000642928,1.495977694,1.145061277
0.125432088,-0.074884197,0.356045501,0.000563569,2.330893392,-1.421428315
0.063048638,-0.033829553,-0.137812971,0.001601226,1.174460485,-0.462251821
0.052809803,0.056061055,2.374922541,0.007745106,1.899817031,-1.072471512
-0.036489907,-0.037633191,0.294133413,0.007825807,-0.857480391,-2.046783146
0.042677731,-0.013427005,-0.487442355,0.021506889,0.227629448,4.303947
-0.049636965,0.0980599,0.736991486,0.007373455,-0.766026503,1.551314932
-0.025925843,-0.036901686,0.65844981,0.271110025,2.109125084,0.98984906
-0.092257654,0.094609623,0.634158963,0.002666794,0.238132013,10.4149499
2.960983203,0.155766191,-0.060662062,0.014412578,0.052246677,10.8670936
-1.363321084,-0.016497031,-0.765210317,0.003561174,0.288387598,1.462508252
0.00014701,0.12939274,-1.322637962,41.38202154,0.248970295,10.2454458
-0.109026203,0.061524713,-0.391879845,0.008489061,0.07041661,-6.298395928
0.207735453,0.298854911,2.027482653,0.009983826,0.096709821,3.377247323
-0.399491492,0.218633006,0.086393788,0.122075217,0.118736559,0.019431717
0.659174726,-0.038828229,0.051016675,0.140920101,0.031792058,-2.313424544
1.451544395,0.082435769,0.057852611,0.195123334,0.204492517,15.86832458
2.678692747,-0.023390982,-0.050964166,0.18739403,-0.036378068,2.452657688
-1.38901895,-0.026004717,-0.002950888,0.000435124,-0.066311329,0.947970553
0.91114639,-0.030284988,0.088767883,0.00140161,0.112455464,0.476260748
4.369485472,-0.215187355,0.014962454,0.998916745,0.125169103,5.946568993
3.474212108,0.028979507,-0.163248886,1.06823042,0.050264829,6.265955215
-0.820669291,0.062969457,-0.067193103,0.002988646,-0.063153862,0.795603779
3.077848802,0.007817433,0.15432283,0.00220701,0.021404104,5.781018678
0.79725236,0.048745141,-0.002822135,0.000789006,0.074608391,-3.607419238
-6.302898658,-0.044824903,0.082540096,0.022015188,0.043109507,1.927026715
-6.701086354,-0.012232605,-0.01805912,0.000947114,0.002522389,0.072784869
2.831100761,-0.026187868,-0.000376184,0.000790735,0.041982477,-1.253075041
-5.0046857,-0.121676938,-0.029384402,0.002312524,0.007685411,9.053187016
0.510487661,0.022619073,-0.087404276,0.01101925,0.107465361,2.45868958
1.662458821,0.008326423,-0.066381668,0.01113576,0.01033729,0.948682118
-2.186395606,-0.051572748,-0.057810383,0.030969935,0.044568116,0.48383985
-4.432696259,0.038353853,-0.013739441,0.010506479,-0.00572049,5.962932456
0.259907058,0.041497323,0.053986849,0.391161768,0.082373204,6.27583728
-0.50266771,0.066998133,0.096449726,0.003834953,0.075081109,0.795317534
0.139323555,-0.049274645,0.122266219,0.020799975,-0.032887124,5.804164777
-0.077977341,0.015085454,0.111820094,0.005132052,0.168572836,-3.619519458
0.375533696,-0.168741545,0.12014108,59.66573294,0.193148816,1.919749618
0.262834275,-0.133142311,-0.106559254,0.012249853,-0.071348655,0.085567821
-0.038654972,0.111229919,0.057502073,0.01439714,0.130563942,-1.243488432
0.064815459,-0.109010011,-0.043315156,0.14104684,-0.066384064,9.059988021
-0.071498148,0.043732964,-0.02311742,0.23813422,0.036053953,11.35035113
-0.131980052,0.122211744,0.034772117,0.237705082,0.288193833,-6.941337873
-0.068987952,-0.079392139,0.070502954,0.046932546,0.076596789,-11.7450625
-0.087583102,-0.103043168,-0.051325397,0.046629103,-0.020430658,-5.16277695
0.074435775,0.027805363,0.021508453,0.040148786,0.045302369,-9.620711205
-0.07914262,0.039047952,0.093658369,0.02388838,-0.075868806,4.811491267
-0.05753913,-0.000627043,0.054684001,0.047898144,-0.0149239,-19.17952182
0.024311549,0.057633043,-0.033241723,0.098971819,0.084742402,4.182720576
0.092128099,-0.001075078,0.053670762,0.026100795,0.14967042,-6.617625427
0.092992676,0.056452847,0.102751938,0.01138416,-0.0473298,-3.730784707
-0.003730303,-0.06483649,-0.115844155,-0.042252476,0.18763319,-8.069195872
-0.055222135,-0.050159009,-0.104666492,-0.035011252,0.11846107,-9.11215284
0.080632368,0.123828653,0.011679975,-0.007451138,0.065219519,2.202426797
-0.043061736,-0.113003159,-0.005554794,0.043714887,0.089749558,0.81704867
-0.029854555,-0.016933323,-0.06493599,0.027877869,-0.043708307,0.448431824
-0.067504673,0.014390638,-0.074159107,0.003474541,0.035428925,5.270327635
0.120926754,2.267506836,-0.084125212,0.009133158,0.215978434,5.585492852
-0.144471166,11.5446969,0.488270796,-0.057421133,-0.150620833,0.722053283
-0.107581849,0.315022152,0.040955168,0.025750393,-0.302926832,5.22033899
-0.039616772,2.274301248,-0.141815673,0.037266022,0.242109449,-3.175363388
0.113506459,9.755129985,0.06411637,0.002444896,0.434393808,1.759470751
0.107715034,8.146872223,0.237937914,-0.069529235,0.037635824,0.047385957
-0.122763642,-2.798098643,0.082306559,-0.045425341,0.397146578,-1.069080028
-0.001320821,2.974285022,-0.200520621,0.0096483,-0.279632449,8.051031627
0.048827095,-11.44901851,-0.190412512,0.063825689,-0.034547676,3.598006757
-0.032555755,2.415131135,-0.225383778,-0.001326593,0.055120181,-1.01428248
-0.168931514,-2.854764454,-0.218498633,0.021191566,-0.001496657,-0.861991331
0.065301175,-4.043486067,0.28988018,0.096932959,0.257067918,1.943871489
0.135792314,2.271297723,0.067317426,-0.059040616,0.090369068,0.987157592
-0.144518701,11.55050071,0.007880451,-0.082733018,0.000921775,-3.894278004
0.031009465,0.321162963,0.141388974,0.089393754,0.172855348,-0.172365892
0.114366528,2.272876119,0.586320722,-0.032211577,0.012571145,-0.67687157
0.057373226,9.742280536,0.000605233,-0.13082644,-0.000329153,6.008283176
0.120953564,8.134180723,0.317384811,0.048349918,0.002430242,4.927921602
-0.054346836,-2.788971323,0.007586607,0.051881727,0.001237654,-7.204074982
0.021999546,2.967600774,0.002595751,5.530049999,0.000825641,11.96983101
0.037060854,-11.44494913,0.003594202,1.040864013,0.004509151,0.030689006
-0.088663375,2.413595677,0.011240778,1.377495801,0.037396016,0.047480256
-0.02578346,-2.850526286,0.003375672,0.312447801,0.008959031,0.011596431
0.050343138,-4.041314927,0.035102427,0.224503977,0.001909069,0.048592391
0.085514637,0.305860868,0.001851428,-4.032520464,0.000762212,-0.100991755
-0.100220147,0.298846249,0.001183266,-0.111999257,0.000333429,0.00019132
0.086968881,0.062307108,0.035879642,-0.887796434,0.598015198,0.052582384
0.089187172,-0.006141304,0.017625769,-2.989667794,0.000820515,-0.01241253
0.023524117,-0.248749379,-0.000254095,-0.624160666,-0.000398702,0.008636173
0.018767937,-0.113283503,0.00253353,-2.763838057,0.001025392,-0.067206504
-0.080075286,0.094856595,0.002269571,5.89950444,-7.24E-05,-0.008313764
-0.092914465,0.13332067,0.001469386,1.102441706,0.000493352,0.012177088
0.056114299,0.385157568,0.437306932,1.478044395,0.283631873,0.095983627
-0.058276615,0.153759295,0.10185644,0.343278204,0.051775497,0.013355767
0.127436565,0.244769526,0.167677903,0.226168976,0.04223872,-0.113089773
-0.031463947,0.90757498,0.005583457,-4.345922397,0.010732289,-0.007043705
0.040325723,1.86584655,0.017873416,-0.121522203,0.019552655,-0.185842742
-0.028170696,9.365853765,0.191039511,-0.947433886,-0.037845693,-0.001454604
-0.02326777,0.283572065,0.32812667,-3.195364103,0.12293761,-0.202764449
0.029606263,1.857314515,0.139289241,-0.679984037,0.048224685,0.075385269
0.012916906,7.760243509,1.353201813,-3.068034363,-0.010737571,-0.109306988
-0.003213802,6.505683452,0.000422666,0.102728756,0.00533667,0.033118549
-0.032470769,-2.212949836,0.001721721,0.018889258,0.121601328,0.001549345
0.020723019,2.409532036,0.056885378,0.002803327,0.072440593,-0.098523835
0.000378171,-9.267345207,0.734419955,0.055514808,-0.024773894,4.166669853
0.051387428,2.111721272,0.006712783,-0.086346417,0.063907527,-2.084224622
-0.05036946,-2.33943561,0.016993336,-0.000734578,0.063890883,-3.126938651
-0.020080942,-3.277429756,0.004051263,0.030464202,-0.023412342,-0.909309572
0.116853396,0.142113665,0.005751489,-0.069641057,-0.022808805,-2.277288604
-0.03134701,0.144884246,0.020963201,-0.094553353,0.037844828,-0.851077077
0.015549879,0.04756476,0.006332312,0.051219954,0.160616256,-5.152535118
0.01152161,-0.000218708,0.165118191,0.027863475,-0.033972061,1.044524925
0.042428641,0.025866515,0.010023218,7.919675154,-0.059882937,1.300829505
0.048333462,0.112848135,0.040160872,0.364387585,0.096801669,1.518336283
0.003088652,0.001386511,0.004000606,2.418611168,-0.053581991,-5.147603699
-0.090489992,0.023493999,0.014118531,2.993563247,-0.033526948,2.888648257
-0.033895409,-0.038157512,0.080493372,-0.616920283,0.121141035,2.414217744
-0.031205361,-0.01268003,0.003727799,-4.147376105,0.115553754,-1.877382515
-0.038735691,0.020493461,0.00394084,0.492166713,0.152535723,-2.692648854
-0.065752294,-0.000714403,0.00176795,0.755717114,-0.029130793,-1.984715268
19.07005967,0.047992652,0.002634261,0.064867799,-0.020362337,-3.060896734
0.106621481,0.071874204,2.583212793,0.811111895,-0.031524478,0.466184653
-0.145525121,-0.014266755,-0.172964851,-0.556506775,-0.085379329,-5.202512047
-1.583141256,0.005265593,0.03457536,0.078443901,0.044976674,2.023534852
6.625129529,-0.015305204,0.040684862,0.061830261,0.102996367,-2.111740837
-8.424678299,0.011383218,-0.000451345,-0.061683636,-0.036649007,-0.778793398
-6.213600989,0.046163421,-0.000361074,-0.005725209,0.136676281,-1.719562069
-10.34032389,0.126700311,0.00505629,-0.0641248,0.152980021,-3.079802125
-4.492863202,-0.02404266,0.005502071,-0.008614741,-0.033630071,0.277140255
11.40182444,-0.036022074,0.000795246,-0.022589605,1.358955723,-0.210402943
0.492148247,0.02379184,0.005401835,-0.03873965,0.298078553,-0.583853293
5.695884989,0.008164393,0.002581149,-0.050458821,-0.255170554,-0.172013226
12.43169681,0.163927333,0.00324226,-0.037743917,-0.72897606,-0.67911961
0.092757944,0.015791515,0.037724163,-0.143675721,0.075233381,-0.060386256
-0.128806109,0.065095032,0.822816525,0.237779792,0.323052904,-1.035664006
-1.099788533,0.051178,0.000776252,0.065611097,0.030314506,0.286960294
4.293419416,0.02590996,0.001658512,0.106145415,-0.491190061,-0.268273615
-5.587434879,0.0262786,0.00218003,-0.070496337,-0.205335979,-0.060962851
-4.132321218,-0.227857696,0.040590045,0.125606962,0.156968746,-0.090282609
-6.798822407,-0.066962079,-0.000893247,0.158045303,-0.636925215,-0.35179545
-2.844879328,0.225384173,0.003946075,0.186243332,2.46844971,0.078378419
7.461252141,-0.149242155,0.004594631,-0.153033167,1.176415965,0.012020051
0.584235431,-0.221068551,0.001338808,-0.030976973,0.296353563,-0.154165012
3.62081378,0.105555773,0.001669346,-0.055201184,0.168521741,-0.08026842
8.6352248,0.049358215,0.004055101,0.047491278,0.220589281,-0.003588315
0.05049197,0.039662349,0.001602244,0.074638596,-1.020787472,0.088694817
-0.093426998,0.003236528,0.005472222,0.044051746,-1.304203224,-0.217172043
-0.726041441,-0.019969806,0.00239016,-0.077281357,0.213692305,0.138582633
3.017140672,0.024939577,0.002809659,0.015856055,0.90515813,-0.186503707
-3.839418747,0.041911371,0.01899012,0.061553891,-0.132475791,-0.052363178
-2.811969764,-0.044912618,0.124873886,0.040062575,2.852807918,0.000931966
-4.601671677,0.010365384,0.004438724,-0.029097525,1.628578911,-0.18339957
-1.919645771,-0.066362744,0.001504415,0.037908948,-0.757295428,0.152479062
5.107975576,-0.015908852,0.001436072,-0.072262867,0.670563881,0.016369431
0.291971195,-0.029464292,0.000602459,-0.052714262,0.114681878,-0.239818844
2.584189791,0.014446695,0.01866806,0.060275009,-0.12697981,-0.031474225
0.089982676,347.9635318,0.001373393,0.06142971,-0.451029713,-0.115241209
0.051199095,-461.2085133,0.002910539,-0.088401231,0.223238705,0.110703788
-0.019209677,-56.21409067,0.003849744,-0.008762923,0.130271372,-0.331223486
-0.056180733,39.45750848,0.071509475,-0.020990976,0.076798563,0.049474015
0.079678118,275.2757382,-0.001349235,-0.107620701,-0.664936445,-0.195124177
0.0544489,101.7755874,0.007058826,0.109081101,-0.059262431,-0.009104716
-0.01169912,-112.3096351,0.008081644,-0.050881363,-0.093450908,-0.201133621
0.014615527,84.09156111,0.002367156,-0.136371467,-0.460105285,-0.19577693
0.182043723,-14.76144636,0.002931939,-0.096420605,1.469170741,0.16852453
-0.222259847,-42.45964675,0.007149018,0.113448859,0.075075077,-0.13446031
0.121363501,115.1086869,0.002839743,-0.020817656,0.062348353,-0.222333184
-0.220609015,-2.919631884,0.009625682,0.072446308,-0.047981594,-0.015341421
10.59186261,0.091188583,0.00422039,0.015966088,-0.007567958,-0.075730199
0.075107897,-0.034850526,0.004956756,-0.021365066,-0.195144175,-0.044138664
-0.061429475,-0.027029527,0.033423551,-0.100014704,0.073084092,-0.17009196
-0.871845104,0.058547716,0.219524835,0.128740554,0.109168522,-0.059227879
3.515358036,-0.057372344,0.007806514,0.010580805,-0.045589928,-0.323485897
-4.472861149,0.120479886,0.002668162,-0.041748529,-0.097486022,0.095392461
-3.068701213,0.07014823,0.002570028,0.008090006,-0.000960921,0.016621851
