Group1,Group2
,-0.083487194
,-0.050780013
,-0.04267723
,-0.042609718
,-0.031768302
,-0.00742935
,-0.039550417
,0.02731648
,-0.010562956
,-0.044722281
,-0.022906398
,0.017754455
,0.027608613
,0.010363916
,-0.025593705
,-0.020934455
,0.00328855
,0.036750232
,-0.064311205
,-0.020388052
,0.002787456
,0.013103784
,0.002360309
,0.006566721
,0.008671054
,-0.087577693
,-0.061484074
,-0.021261942
,-0.024478351
,0.202771905
,-0.027332969
,0.07066166
,0.053881947
,0.052306036
,0.323713083
,0.04901365
,-0.011145818
,-0.043092771
,-0.019605352
,-0.017868502
,0.190102357
,0.397845261
,0.27493774
,0.107751733
,0.248448432
,-0.038035724
,-0.019059391
,-0.02379394
,0.010987438
,-0.020174894
,0.085567056
,-0.023712776
,0.018023566
,0.029644851
,0.027231383
,0.064185287
,0.050191729
,-0.008500561
,-0.033710736
,-0.009858785
,-0.036494946
,-0.024184226
,0.000224843
,-0.020170627
,0.091214158
,-0.016438119
,0.003112843
,0.028663011
,0.026557101
,0.079402906
,0.022234477
,-0.00815519
,-0.034777304
,-0.008395332
,-0.02313568
,-0.025516507
,0.000676315
,-0.020257075
,0.200866564
,-0.020152287
,-0.009341531
,0.026677015
,0.043508125
,0.318052646
,0.008869651
,-0.007885086
,-0.035796585
,-0.0103091
,0.003868978
,-0.005503089
,-0.027483365
,-0.043126432
,-0.060238331
,-0.009272191
,0.016873476
,-0.099095941
,-0.029067229
,-0.048750281
,-0.017418677
,0.006609448
,0.01010499
,-0.003326212
,0.035722817
,0.039065115
,0.009824602
,-0.006938594
,-0.043591765
,-0.017813022
,-0.037252466
,-0.039375867
,-0.020284046
,-0.000296677
,-0.00492554
,0.007226189
,-0.009673821
,-0.017917763
,-0.087776963
,-0.03419348
,0.000706407
,0.14329178
,-0.039232297
,0.031695595
,0.01678332
,-0.046394575
,-0.068679599
,0.091287389
,-0.070292648
,-0.114835727
,0.030525583
,-0.051924997
,-0.046649795
,0.069029771
,-0.000540797
,-0.041574017
,-0.044588248
,0.047572992
,0.034561719
,-0.023103984
,-0.020858679
,0.047924732
,0.144475156
,-0.030638692
,0.028621855
,0.003770462
,-0.027640293
,0.022885084
,0.05943379
,-0.053385866
,-0.094070199
,0.026592659
,-0.04879561
,-0.05818688
,-0.011058549
,0.027835441
,0.14393742
,-0.035353832
,0.045552294
,0.010382831
,-0.026970671
,0.024385604
,0.088506802
,-0.065328025
,-0.092292423
,0.020393821
,-0.045923099
,-0.037912934
,-0.011470324
,0.037075449
,0.144571994
,-0.013615273
,0.026456781
,0.009392697
,-0.027280874
,-0.018148015
,0.115045554
,-0.081830287
,-0.097475991
,0.022702283
,-0.051013222
,-0.035565171
,-0.063541437
,0.000746243
,-0.071149037
,-0.038951841
,-0.062710379
,-0.056442212
,-0.057298545
,-0.026851646
,-0.005998287
,0.008782538
,-0.004901242
,-0.034677249
,-0.021922106
,0.009429706
,-6.73E-05
,0.010933959
,0.004148713
,-0.017715406
,-0.004383661
,-0.035442541
,-0.00934926
,-0.000142916
,-0.000376362
,0.018426338
,-0.002735402
,-0.006472398
,-0.000488189
,0.043146359
,0.032634237
,0.001582211
,0.007766737
,0.00357725
,0.024927115
,-0.052657849
,0.016987563
,0.01573098
,-0.028562582
,-0.069100521
,-0.018961365
,0.0179049
,-0.042752359
,0.012730511
,-0.033704229
,-0.026528766
,-0.034251815
,-0.008489964
,-0.026821499
,0.025284737
,0.006693612
,0.002291453
,-0.009043896
,0.005594811
,-0.003217209
,0.007352813
,-0.02689788
,0.011534971
,0.022773092
,0.00069261
,-0.063155473
,-0.01300821
,0.01919089
,-0.034631842
,0.01018585
,0.013278646
,-0.007703163
,0.006104854
,0.001297841
,-0.011178529
,-0.010238233
,0.016863231
,0.031664265
,-6.45E-05
,-0.057596573
,-0.008421702
,0.019841775
,-0.034203281
,0.012804406
,0.022374904
,0.001013018
,0.005754878
,-0.003165028
,0.004035718
,-0.025669806
,0.010876989
,0.003488196
,-0.020652538
,-0.06250756
,-0.010038453
,0.015853537
,-0.037125065
,-0.034359974
,-0.014585545
,-0.013234016
,-0.008063932
,-0.021969081
,-0.017734898
,-0.035397439
,-0.013452653
,0.016954568
,-0.000152721
,0.010267494
,-0.004173548
,0.001742602
,0.021420677
,0.036482047
,0.032374445
,0.035031888
,0.011808239
,-0.001789299
,0.00376452
,-0.05035577
,0.001381596
,-0.021301113
,0.002170869
,0.016213335
,-0.024022984
,0.00229555
,0.00404028
,0.03462936
,0.061681369
,0.007905573
,0.031436567
,0.015842293
,0.023469248
,-0.00408032
,-0.008466463
,-0.006528334
,0.003268351
,-0.068235938
,-0.064979159
,0.06795469
,-0.051134116
,-0.039568995
,-0.015053556
,0.013393538
,0.010132943
,-0.010737149
,-0.018529944
,0.071440668
,0.000117061
,0.029635001
,-0.00683994
,0.02960292
,0.014486948
,0.015896125
,0.006754637
,-0.00060495
,0.01477124
,-0.007897572
,-0.06225062
,-0.052283769
,0.064289282
,-0.042452521
,0.024085229
,0.046548781
,0.000609869
,0.029674222
,0.012845123
,0.004921085
,0.01758875
,-0.000340205
,0.015749504
,-0.006482315
,-0.058968773
,-0.049709298
,0.059354306
,-0.042988063
,0.014544266
,0.056681196
,0.001729209
,0.029840387
,0.009522098
,0.008067807
,0.007605462
,-0.000189504
,0.001583785
,0.010936361
,-0.062929002
,-0.052581874
,0.064678383
,-0.043641705
,-0.023046285
,-0.026265049
,0.011161486
,-0.005369931
,-0.01796545
,-0.03759989
,-0.045195129
,-0.020306567
,-8.36E-05
,-0.007296729
,0.009184748
,-0.010754908
,-0.012764837
,-0.017375446
,0.026591791
,0.016904343
,0.008678403
,-0.011005173
,-0.00097065
,0.003391079
,-0.027144919
,0.003108816
,0.011714659
,0.005685743
,0.012516936
,-0.006750862
,-0.008891347
,-0.002947516
,0.037034062
,0.02900994
,-0.003622481
,0.014929747
,-0.032114577
,0.021606262
,-0.014274982
,0.044278297
,-0.006835917
,-0.012621666
,-0.037558168
,-0.055201152
,0.06106093
,-0.028765415
,0.013884395
,-0.027394988
,-0.029373237
,-0.011577495
,-0.005039173
,-0.012234887
,0.063894169
,-2.65E-05
,0.010833456
,-0.009785419
,0.013014324
,-0.032927206
,0.014074476
,-0.011499996
,0.037195869
,0.017437173
,0.005852308
,-0.034091978
,-0.044191226
,0.055192486
,-0.024041559
,0.026853753
,0.018465483
,-0.003867643
,0.01467812
,-0.017742584
,0.011276998
,0.002141198
,0.040787018
,0.021344705
,-0.001058277
,-0.03158073
,-0.045192009
,0.056154582
,-0.024810673
,0.013546488
,0.023353021
,-0.000172648
,0.013482793
,-0.028888046
,0.004297025
,-0.006706369
,0.040307197
,-0.003353989
,-0.007121464
,-0.032620925
,-0.047473387
,0.05684151
,-0.02636297
,-0.015017749
,-0.002747808
,0.01327699
,-0.012948274
,-0.016649595
,-0.013328449
,-0.023722966
,-0.01050378
,0.018554157
,-0.001292652
,0.012144025
,0.005432344
,-0.006219355
,0.009565357
,0.037377494
,0.023504446
,0.04628673
,0.020295221
,0.010449959
,0.016990952
,-0.043968996
,0.001868172
,0.005288253
,0.008559066
,0.010066677
,-0.010682122
,-0.002451624
,-0.00388098
,0.026352701
,0.044777299
,0.002130215
,0.04242676
,0.038740866
,0.045473314
,-0.01379358
,-0.002306604
,-0.000829734
,-0.001482601
,-0.084935502
,-0.001432555
,0.031915983
,-0.059160517
,-0.038119765
,-0.023318959
,0.006667588
,-0.001316802
,-0.010311476
,-0.026488314
,0.038979611
,0.002483421
,0.015429472
,-0.014046945
,0.039848139
,0.031611162
,0.025345627
,0.002839948
,0.004637855
,0.008744962
,-0.012818944
,-0.077123192
,0.008861798
,0.028201738
,-0.047658565
,0.009536925
,0.024258254
,-0.003946727
,0.0420795
,0.020593016
,0.012152205
,0.016407224
,0.010491218
,0.003778107
,-0.009074289
,-0.072934436
,0.016406908
,0.025729206
,-0.04751158
,0.009146431
,0.030498883
,-0.002469813
,0.040719254
,0.026914549
,0.026352835
,0.003979108
,0.007330803
,0.000212827
,0.008256827
,-0.075442076
,0.010193788
,0.028559394
,-0.049381588
,-0.004721656
,-0.007616253
,-0.004882613
,-0.01253794
,-0.01061448
,-0.033034092
,-0.04970494
,-0.016321497
,-0.016547739
,-0.007276127
,-0.012805685
,-0.017480275
,-0.017449262
,-0.016529873
,0.016017815
,0.008916133
,-0.015310374
,-0.016949766
,-0.01904002
,-0.020700032
,-0.031021586
,-0.015153657
,-0.022780373
,-0.004088619
,0.010766093
,-0.008504358
,-0.016314027
,-0.000127089
,-0.078634507
,-0.011924843
,-0.022452304
,0.039936651
,-0.025698313
,-0.015849768
,-0.010694654
,-0.001681483
,-0.039259128
,0.030660879
,-0.013530452
,-0.019785773
,-0.067281162
,-0.028678044
,-0.014235056
,0.009598522
,0.033986349
,0.049586991
,0.016446675
,0.013670089
,-0.061603386
,-0.024795995
,-0.001532364
,-0.003982664
,0.041551618
,-0.035512754
,-0.009301282
,-0.018432844
,-0.006927957
,-0.018630378
,0.025450766
,-0.012355474
,-0.017551574
,-0.052204565
,-0.025835194
,-0.065636679
,-0.001285561
,0.004624425
,0.040580878
,-0.015242262
,0.003890059
,-0.020430033
,-0.005125566
,-0.024567956
,0.025285366
,-0.011240887
,-0.018490487
,-0.051582313
,-0.02437108
,-0.033480558
,0.001473507
,0.001448889
,0.041253895
,-0.017985141
,-0.011138251
,-0.02235622
,-0.003069409
,-0.023771272
,0.025769235
,-0.015425266
,-0.017869849
,-0.057049424
,-0.024989702
,-0.035422353
,-0.033749638
,-0.033510507
,-0.031409998
,-0.038811618
,0.010042517
,-0.025361359
,-0.063893033
,0.009674549
,-0.027953328
,-0.009549022
,0.005653549
,-0.007653246
,0.003497437
,0.018281074
,0.03629705
,0.013988992
,0.029396908
,0.010818099
,-0.008009567
,-0.000153805
,0.004754569
,-0.023363217
,-0.013685553
,0.013257028
,0.002790484
,0.009891104
,0.008431541
,0.083114651
,0.093163056
,0.005762246
,-0.070704516
,0.007398291
,0.007868694
,0.064648739
,-0.02802742
,-0.034720838
,-0.008783146
,-0.082292392
,-0.022650291
,-0.013964961
,-0.021302684
,0.009693118
,0.00758509
,0.012590039
,-0.009328589
,-0.009366782
,0.027780049
,0.058568639
,0.028043432
,-0.070326689
,-0.002579942
,0.000810202
,0.07142088
,-0.025830662
,-0.002841483
,0.014714109
,-0.074154231
,-0.014767114
,-0.018698597
,0.069543729
,0.061747766
,0.02359996
,-0.069122294
,-0.008071388
,-0.012126816
,0.049013292
,-0.021707153
,-0.00695736
,0.018540504
,-0.066964998
,-0.022042756
,-0.011607979
,0.036644065
,0.064561528
,0.026856115
,-0.06994563
,-0.007038365
,0.001459202
,0.05693437
,-0.02621815
,-0.020257836
,0.004640792
,-0.077876963
,-0.015222062
,-0.017113702
,-0.032714533
,-0.021511693
,-0.008551725
,0.016933351
,0.002957159
,0.039856514
,-0.057480518
,-0.046493124
,0.052814324
,-0.007449044
,-0.007624234
,0.045990143
,0.025471228
,0.027716627
,0.006079235
,0.005160092
,-0.000758115
,-0.017889996
,-0.018872258
,-0.012888629
,-0.022612402
,-0.025724179
,-0.032221277
,0.004474791
,0.011236583
,-0.004687729
,-0.026958768
,-0.010058222
,-0.020474402
,0.011002045
,0.023666271
,0.023965933
,-0.006785906
,0.016431702
,-0.042526314
,-0.002165947
,-0.021156507
,0.02278167
,0.019011563
,-0.00043083
,-0.046072823
,-0.045114941
,-0.01747231
,0.054308961
,0.021895347
,0.034593536
,0.006486139
,0.008105332
,-0.041283689
,-0.005835157
,-0.000645427
,0.018053535
,0.024211313
,-0.01678526
,0.013735433
,-0.040056894
,-0.003642659
,-0.015614154
,0.008678722
,0.018778748
,-0.004470659
,-0.026566017
,-0.039442477
,-0.015793775
,0.00455332
,0.011682753
,0.025510265
,-0.009434979
,0.015158364
,-0.044399145
,0.001612405
,-0.01461664
,0.012476602
,0.019081193
,-0.004526787
,-0.037350694
,-0.036417337
,-0.008590161
,0.011410484
,0.021246705
,0.024647663
,-0.008542183
,0.009325164
,-0.045949382
,0.000806495
,-0.026068956
,0.011549343
,0.018158595
,-0.00265083
,-0.034077725
,-0.040469931
,-0.03026645
,-0.039704086
,-0.025105115
,-0.050180696
,-0.02796211
,0.005189292
,-0.0241159
,-0.044029281
,0.019497403
,-0.005638313
,-0.008436977
,0.017183635
,0.001398981
,0.004970068
,0.010342086
,0.011369942
,0.009489332
,0.023072757
,-0.006632843
,0.023178778
,0.004913426
,0.038904573
,-0.024745409
,0.004455964
,0.000372508
,-0.019395403
,0.005130928
,-0.004144988
,0.073252814
,0.110073639
,-0.021937107
,-0.037109363
,-0.043791386
,-0.032876504
,0.039651188
,0.008344259
,0.000447654
,0.026002375
,-0.013241359
,-0.046175817
,-0.012285639
,-0.021052143
,-0.047137672
,0.016115397
,0.011942877
,0.065001996
,0.039993852
,0.027532728
,-0.012209007
,0.012409556
,0.075601151
,-0.014092507
,-0.035960315
,-0.055100717
,-0.032174328
,0.045988035
,0.005705134
,-0.010178469
,0.016847655
,-0.01164679
,-0.040776801
,-0.004616634
,-0.03231068
,0.085877116
,0.088023726
,-0.017709371
,-0.035465902
,-0.055159656
,-0.021249302
,0.045232301
,0.012559847
,-0.001697558
,0.016107896
,-0.015826205
,-0.038591523
,-0.005419455
,-0.026374296
,0.033124163
,0.081193853
,-0.011662727
,-0.036084913
,-0.044904172
,-0.034403105
,0.033349186
,0.006985235
,-0.0042788
,0.02436355
,-0.015221552
,-0.040587011
,-0.008562438
,-0.02629729
,-0.021783209
,-0.005393803
,0.009784083
,0.008450952
,0.000694109
,0.031939647
,-0.03620728
,-0.027725539
,0.041621222
,0.015783219
,0.010048907
,0.027296615
,0.023024921
,0.02545958
,0.036754374
,0.025110189
,-0.003289757
,0.004023479
,-0.009916628
,-0.005783488
