distance1,distance2,distance3
0.8919660975450792,0.4371764783944274,1.1302980190899006
0.9885519592293307,0.5097321669759353,1.1308918109110575
0.8753260493296093,0.5043013776908927,1.1147304160504727
0.9586594077829487,0.5607435366265091,1.1510689099347364
0.8334008023002101,0.4542575151817168,1.0700296030988858
0.8043254761240715,0.3913366032070965,1.144692659775729
0.7452301162999445,0.5007622137119342,1.0761007123292663
0.8054747891720684,0.45007645471107616,1.1228024233586569
0.8582228119200165,0.4009372928823347,1.155284539665589
0.7290635099382442,0.39354794821235783,1.0775202489593065
0.7579243557114853,0.4580024072248699,1.128231017872016
0.8787695664345986,0.4024212825199117,1.1417624105262938
0.8740919557842525,0.45676721444271096,1.1424167850950464
0.8450078473908749,0.4854747157349134,1.1275863158871837
0.8903252470460311,0.4750789603908827,1.145101331055052
0.848132264809068,0.44933027917662965,1.158055663389575
0.9504423004707842,0.44155778663864215,1.1462663044764503
0.7865603898091502,0.3734540892024249,1.132424910788694
0.81692253646613,0.4492836723819818,1.0942283234593704
0.960777725080568,0.4579144616140643,1.2032331229488542
0.8406187426931181,0.4574096281006689,1.1460330487078256
0.7759860941729839,0.4032475000340434,1.0567063734018929
1.0154473092793295,0.4855380539363009,1.2794516171747243
0.7390214635366987,0.3679533016818382,0.9757995859845087
0.8979536076169999,0.4307121251260639,1.084176975877457
0.8049262913538718,0.3847966101232974,1.0495756402149763
0.9325667254339727,0.387928004332328,1.2083699835752864
0.8235816956277706,0.44437794861939883,1.1837807302481085
0.8340144575605282,0.41643711378965126,1.0651972520939892
0.9283777464967047,0.3812168290189095,1.1738993972381737
0.800044121672257,0.49882664688052775,1.2983344197452578
0.8988985963188647,0.4441995886582734,1.1271113954291723
0.8815990571622969,0.5287912376134629,1.2405521649069284
0.8997830440722356,0.5590720553335605,1.1160167052161913
0.8354276657835584,0.4735473165390099,1.0964178354773846
0.9577169565466962,0.3871567209601186,1.2024663476332835
0.8548822269663217,0.47417693533382443,1.0452122568725772
0.7671340577637268,0.37146882742246334,1.0515457420765948
0.8823600761496573,0.43071810981407455,1.1663727897779597
0.8000983353510129,0.4011110879839274,1.0862358985506935
0.8055616845951966,0.43249831204155426,1.1557766560203628
0.7615459331718083,0.40433916054725105,1.1726561087751148
0.8438895517533006,0.42911532894428844,1.1770965242048093
0.8937662233406652,0.4336624657805529,1.1225875765301574
0.8857802477435889,0.3971456575022923,1.190829200293696
0.8938707827242057,0.4794347130419281,1.2003656685894426
0.8867706754843552,0.4587017717048039,1.142775784454868
0.7797613460340008,0.37049835232437645,1.0634251254636813
0.8548496814713522,0.48860325296195994,1.2023626020564704
0.7349527083413859,0.4207880856468095,1.0773557502436015
0.7708045869627638,0.42927911984508427,1.0520186782194683
0.7823538486937524,0.47239604567393445,1.0019216664467447
0.8414396154889578,0.4305236965084225,1.016008406549409
0.7976995532651062,0.3922955096061279,1.115426169496046
